BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
Pf12_c08776_NODE_87...region001	c08776_NODE_87..	NODE_8776_length_6627_cov_4.057365	NRPS-like	NRPS		
Pf12_c08943_NODE_89...region001	c08943_NODE_89..	NODE_8943_length_6531_cov_13.832767	NRPS-like	NRPS		
Pf12_c09042_NODE_90...region001	c09042_NODE_90..	NODE_9042_length_6468_cov_11.312490	NRPS-like	NRPS		
Pf12_c09259_NODE_92...region001	c09259_NODE_92..	NODE_9259_length_6317_cov_6.196583	NRPS-like	NRPS		
Pf12_c09287_NODE_92...region001	c09287_NODE_92..	NODE_9287_length_6303_cov_6.883323	terpene	Terpene		
Pf12_c09423_NODE_94...region001	c09423_NODE_94..	NODE_9423_length_6224_cov_5.646458	bacteriocin	RiPPs		
Pf12_c09630_NODE_96...region001	c09630_NODE_96..	NODE_9630_length_6110_cov_6.837655	bacteriocin	RiPPs		
Pf12_c09787_NODE_97...region001	c09787_NODE_97..	NODE_9787_length_6029_cov_23.517241	terpene	Terpene		
Pf12_c09986_NODE_99...region001	c09986_NODE_99..	NODE_9986_length_5941_cov_12.082569	terpene	Terpene		
Pf12_c10079_NODE_10...region001	c10079_NODE_10..	NODE_10079_length_5899_cov_6.762149	terpene	Terpene		
Pf12_c10110_NODE_10...region001	c10110_NODE_10..	NODE_10110_length_5880_cov_6.716052	betalactone	Others		
Pf12_c10647_NODE_10...region001	c10647_NODE_10..	NODE_10647_length_5640_cov_4.672516	terpene	Terpene		
Pf12_c10652_NODE_10...region001	c10652_NODE_10..	NODE_10652_length_5637_cov_7.647080	bacteriocin	RiPPs		
Pf12_c11865_NODE_11...region001	c11865_NODE_11..	NODE_11865_length_5152_cov_6.577595	T1PKS	PKSI		
Pf12_c12222_NODE_12...region001	c12222_NODE_12..	NODE_12222_length_5017_cov_11.242443	terpene	Terpene		
Pf12_c12258_NODE_12...region001	c12258_NODE_12..	NODE_12258_length_5007_cov_5.493134	bacteriocin	RiPPs		
Pf12_c12764_NODE_12...region001	c12764_NODE_12..	NODE_12764_length_4837_cov_6.024049	terpene	Terpene		
Pf12_c13509_NODE_13...region001	c13509_NODE_13..	NODE_13509_length_4610_cov_11.565313	terpene	Terpene		
Pf12_c13934_NODE_13...region001	c13934_NODE_13..	NODE_13934_length_4498_cov_8.239028	NRPS-like	NRPS		
Pf12_c14064_NODE_14...region001	c14064_NODE_14..	NODE_14064_length_4461_cov_12.050386	NRPS-like	NRPS		
Pf12_c14301_NODE_14...region001	c14301_NODE_14..	NODE_14301_length_4402_cov_13.142627	terpene	Terpene		
Pf12_c14327_NODE_14...region001	c14327_NODE_14..	NODE_14327_length_4398_cov_6.695602	T1PKS	PKSI		
Pf12_c14915_NODE_14...region001	c14915_NODE_14..	NODE_14915_length_4259_cov_4.141294	T1PKS	PKSI		
Pf12_c15045_NODE_15...region001	c15045_NODE_15..	NODE_15045_length_4228_cov_5.147616	terpene	Terpene		
Pf12_c15649_NODE_15...region001	c15649_NODE_15..	NODE_15649_length_4104_cov_14.865893	terpene	Terpene		
Pf12_c15658_NODE_15...region001	c15658_NODE_15..	NODE_15658_length_4103_cov_10.767292	T1PKS	PKSI		
Pf12_c16188_NODE_16...region001	c16188_NODE_16..	NODE_16188_length_4001_cov_5.907755	terpene	Terpene		
Pf4_c00002_NODE_2_...region001	c00002_NODE_2_..	NODE_2_length_908570_cov_11.423793	terpene	Terpene		
Pf4_c00003_NODE_3_...region001	c00003_NODE_3_..	NODE_3_length_621213_cov_14.795422	hserlactone	Others		
Pf4_c00007_NODE_7_...region001	c00007_NODE_7_..	NODE_7_length_452317_cov_14.185253	bacteriocin	RiPPs		
Pf4_c00008_NODE_8_...region001	c00008_NODE_8_..	NODE_8_length_363269_cov_18.300473	bacteriocin	RiPPs		
Pf4_c00013_NODE_13...region001	c00013_NODE_13..	NODE_13_length_311368_cov_12.727962	terpene	Terpene		
Pf4_c00017_NODE_17...region001	c00017_NODE_17..	NODE_17_length_294794_cov_66.404616	T3PKS	PKSother		
Pf4_c00019_NODE_19...region001	c00019_NODE_19..	NODE_19_length_281539_cov_17.985861	terpene	Terpene		
Pf4_c00020_NODE_20...region001	c00020_NODE_20..	NODE_20_length_273219_cov_10.226549	betalactone	Others		
Pf4_c00021_NODE_21...region001	c00021_NODE_21..	NODE_21_length_268756_cov_10.904611	NRPS-like	NRPS		
Pf4_c00024_NODE_24...region001	c00024_NODE_24..	NODE_24_length_251297_cov_12.616330	terpene	Terpene		
Pf4_c00026_NODE_26...region001	c00026_NODE_26..	NODE_26_length_248283_cov_9.749484	bacteriocin	RiPPs		
Pf4_c00035_NODE_35...region001	c00035_NODE_35..	NODE_35_length_215726_cov_32.798610	terpene	Terpene		
Pf4_c00037_NODE_37...region001	c00037_NODE_37..	NODE_37_length_210645_cov_11.260577	terpene	Terpene		
Pf4_c00047_NODE_47...region001	c00047_NODE_47..	NODE_47_length_196042_cov_18.823243	T1PKS	PKSI		
Pf4_c00050_NODE_50...region001	c00050_NODE_50..	NODE_50_length_193427_cov_18.905545	bacteriocin	RiPPs		
Pf4_c00053_NODE_53...region001	c00053_NODE_53..	NODE_53_length_189496_cov_8.814787	terpene	Terpene		
Pf4_c00055_NODE_55...region001	c00055_NODE_55..	NODE_55_length_187238_cov_37.688305	betalactone	Others		
Pf4_c00059_NODE_59...region001	c00059_NODE_59..	NODE_59_length_178728_cov_11.709995	T1PKS	PKSI		
Pf4_c00061_NODE_61...region001	c00061_NODE_61..	NODE_61_length_177731_cov_11.594532	bacteriocin	RiPPs		
Pf4_c00063_NODE_63...region001	c00063_NODE_63..	NODE_63_length_176425_cov_19.280547	terpene	Terpene		
Pf4_c00064_NODE_64...region001	c00064_NODE_64..	NODE_64_length_173300_cov_10.818788	terpene	Terpene		
Pf4_c00067_NODE_67...region001	c00067_NODE_67..	NODE_67_length_170900_cov_10.805373	bacteriocin	RiPPs		
Pf4_c00069_NODE_69...region001	c00069_NODE_69..	NODE_69_length_169025_cov_12.060312	terpene	Terpene		
Pf4_c00071_NODE_71...region001	c00071_NODE_71..	NODE_71_length_166636_cov_14.267546	terpene	Terpene		
Pf4_c00078_NODE_78...region001	c00078_NODE_78..	NODE_78_length_156296_cov_12.847249	terpene	Terpene		
Pf4_c00086_NODE_86...region001	c00086_NODE_86..	NODE_86_length_147982_cov_9.788301	T1PKS	PKSI		
Pf4_c00088_NODE_88...region001	c00088_NODE_88..	NODE_88_length_144383_cov_12.030992	betalactone	Others		
Pf4_c00100_NODE_10...region001	c00100_NODE_10..	NODE_100_length_132573_cov_8.194600	arylpolyene	Others		
Pf4_c00109_NODE_10...region001	c00109_NODE_10..	NODE_109_length_128024_cov_11.920043	terpene	Terpene		
Pf4_c00112_NODE_11...region001	c00112_NODE_11..	NODE_112_length_125937_cov_37.901900	terpene	Terpene		
Pf4_c00120_NODE_12...region001	c00120_NODE_12..	NODE_120_length_121006_cov_7.665774	T1PKS	PKSI		
Pf4_c00137_NODE_13...region001	c00137_NODE_13..	NODE_137_length_112290_cov_12.392738	bacteriocin	RiPPs		
Pf4_c00140_NODE_14...region001	c00140_NODE_14..	NODE_140_length_111408_cov_11.367687	T1PKS	PKSI		
Pf4_c00160_NODE_16...region001	c00160_NODE_16..	NODE_160_length_104153_cov_14.106640	terpene	Terpene		
Pf4_c00201_NODE_20...region001	c00201_NODE_20..	NODE_201_length_91434_cov_14.692424	T3PKS	PKSother		
Pf4_c00202_NODE_20...region001	c00202_NODE_20..	NODE_202_length_90695_cov_17.403685	betalactone	Others		
Pf4_c00213_NODE_21...region001	c00213_NODE_21..	NODE_213_length_88523_cov_58.503029	bacteriocin	RiPPs		
Pf4_c00224_NODE_22...region001	c00224_NODE_22..	NODE_224_length_86502_cov_53.168890	terpene	Terpene		
Pf4_c00228_NODE_22...region001	c00228_NODE_22..	NODE_228_length_85869_cov_8.593062	bacteriocin	RiPPs		
Pf4_c00239_NODE_23...region001	c00239_NODE_23..	NODE_239_length_83314_cov_10.779171	terpene	Terpene		
Pf4_c00243_NODE_24...region001	c00243_NODE_24..	NODE_243_length_81943_cov_12.355034	terpene	Terpene		
Pf4_c00248_NODE_24...region001	c00248_NODE_24..	NODE_248_length_81524_cov_19.101229	bacteriocin	RiPPs		
Pf4_c00255_NODE_25...region001	c00255_NODE_25..	NODE_255_length_80441_cov_9.870699	terpene	Terpene		
Pf4_c00259_NODE_25...region001	c00259_NODE_25..	NODE_259_length_79451_cov_42.524850	NRPS-like	NRPS		
Pf4_c00261_NODE_26...region001	c00261_NODE_26..	NODE_261_length_79420_cov_39.844453	T1PKS	PKSI		
Pf4_c00264_NODE_26...region001	c00264_NODE_26..	NODE_264_length_78916_cov_16.045282	terpene	Terpene		
Pf4_c00282_NODE_28...region001	c00282_NODE_28..	NODE_282_length_75717_cov_6.895364	NRPS-like	NRPS		
Pf4_c00308_NODE_30...region001	c00308_NODE_30..	NODE_308_length_71847_cov_36.555549	bacteriocin	RiPPs		
Pf4_c00318_NODE_31...region001	c00318_NODE_31..	NODE_318_length_70741_cov_10.571528	terpene	Terpene		
Pf4_c00319_NODE_31...region001	c00319_NODE_31..	NODE_319_length_70639_cov_53.810453	terpene	Terpene		
Pf4_c00327_NODE_32...region001	c00327_NODE_32..	NODE_327_length_69347_cov_35.631040	arylpolyene	Others		
Pf4_c00357_NODE_35...region001	c00357_NODE_35..	NODE_357_length_66484_cov_7.648753	terpene	Terpene		
Pf4_c00392_NODE_39...region001	c00392_NODE_39..	NODE_392_length_63315_cov_17.243313	bacteriocin	RiPPs		
Pf4_c00393_NODE_39...region001	c00393_NODE_39..	NODE_393_length_63253_cov_9.109782	terpene	Terpene		
Pf4_c00402_NODE_40...region001	c00402_NODE_40..	NODE_402_length_62012_cov_49.377020	terpene	Terpene		
Pf4_c00416_NODE_41...region001	c00416_NODE_41..	NODE_416_length_61066_cov_21.894117	terpene	Terpene		
Pf4_c00431_NODE_43...region001	c00431_NODE_43..	NODE_431_length_60034_cov_20.739025	bacteriocin	RiPPs		
Pf4_c00449_NODE_44...region001	c00449_NODE_44..	NODE_449_length_58344_cov_63.335912	LAP.bacteriocin	RiPPs		
Pf4_c00458_NODE_45...region001	c00458_NODE_45..	NODE_458_length_57396_cov_28.667027	terpene	Terpene		
Pf4_c00495_NODE_49...region001	c00495_NODE_49..	NODE_495_length_54683_cov_8.772022	betalactone	Others		
Pf4_c00505_NODE_50...region001	c00505_NODE_50..	NODE_505_length_54273_cov_8.135361	terpene	Terpene		
Pf4_c00512_NODE_51...region001	c00512_NODE_51..	NODE_512_length_53840_cov_8.699823	bacteriocin	RiPPs		
Pf4_c00518_NODE_51...region001	c00518_NODE_51..	NODE_518_length_53485_cov_16.699944	terpene	Terpene		
Pf4_c00519_NODE_51...region001	c00519_NODE_51..	NODE_519_length_53470_cov_53.691061	NRPS-like	NRPS		
Pf4_c00551_NODE_55...region001	c00551_NODE_55..	NODE_551_length_51381_cov_7.701496	terpene	Terpene		
Pf4_c00553_NODE_55...region001	c00553_NODE_55..	NODE_553_length_51223_cov_7.610596	terpene	Terpene		
Pf4_c00561_NODE_56...region001	c00561_NODE_56..	NODE_561_length_50751_cov_14.527339	T1PKS.NRPS-like	PKS-NRP_Hybrids		
Pf4_c00588_NODE_58...region001	c00588_NODE_58..	NODE_588_length_49155_cov_17.105927	terpene	Terpene		
Pf4_c00589_NODE_58...region001	c00589_NODE_58..	NODE_589_length_49114_cov_32.298926	terpene	Terpene		
Pf4_c00599_NODE_59...region001	c00599_NODE_59..	NODE_599_length_48643_cov_7.631143	ectoine	Others		
Pf4_c00627_NODE_62...region001	c00627_NODE_62..	NODE_627_length_47410_cov_33.743533	T1PKS	PKSI		
Pf4_c00631_NODE_63...region001	c00631_NODE_63..	NODE_631_length_47241_cov_16.807612	T1PKS	PKSI		
Pf4_c00644_NODE_64...region001	c00644_NODE_64..	NODE_644_length_46436_cov_6.379983	bacteriocin	RiPPs		
Pf4_c00689_NODE_68...region001	c00689_NODE_68..	NODE_689_length_44454_cov_16.739116	bacteriocin	RiPPs		
Pf4_c00712_NODE_71...region001	c00712_NODE_71..	NODE_712_length_43207_cov_11.417756	T1PKS	PKSI		
Pf4_c00715_NODE_71...region001	c00715_NODE_71..	NODE_715_length_43108_cov_6.759854	ectoine	Others		
Pf4_c00750_NODE_75...region001	c00750_NODE_75..	NODE_750_length_41852_cov_62.163768	terpene	Terpene		
Pf4_c00755_NODE_75...region001	c00755_NODE_75..	NODE_755_length_41557_cov_57.167630	T1PKS	PKSI		
Pf4_c00756_NODE_75...region001	c00756_NODE_75..	NODE_756_length_41554_cov_33.499843	T1PKS	PKSI		
Pf4_c00764_NODE_76...region001	c00764_NODE_76..	NODE_764_length_41322_cov_11.198754	terpene	Terpene		
Pf4_c00774_NODE_77...region001	c00774_NODE_77..	NODE_774_length_41046_cov_19.480325	terpene	Terpene		
Pf4_c00818_NODE_81...region001	c00818_NODE_81..	NODE_818_length_39916_cov_15.360152	phosphonate	Others		
Pf4_c00857_NODE_85...region001	c00857_NODE_85..	NODE_857_length_38948_cov_9.160646	bacteriocin	RiPPs		
Pf4_c00880_NODE_88...region001	c00880_NODE_88..	NODE_880_length_38319_cov_16.467829	bacteriocin	RiPPs		
Pf4_c00911_NODE_91...region001	c00911_NODE_91..	NODE_911_length_37666_cov_7.086863	terpene	Terpene		
Pf4_c00912_NODE_91...region001	c00912_NODE_91..	NODE_912_length_37597_cov_61.880321	NRPS-like	NRPS		
Pf4_c00915_NODE_91...region001	c00915_NODE_91..	NODE_915_length_37579_cov_6.322407	T1PKS	PKSI		
Pf4_c00930_NODE_93...region001	c00930_NODE_93..	NODE_930_length_37262_cov_15.673717	NRPS-like	NRPS		
Pf4_c00961_NODE_96...region001	c00961_NODE_96..	NODE_961_length_36557_cov_6.713988	NRPS-like	NRPS		
Pf4_c01022_NODE_10...region001	c01022_NODE_10..	NODE_1022_length_35288_cov_23.046973	phosphonate	Others		
Pf4_c01057_NODE_10...region001	c01057_NODE_10..	NODE_1057_length_34641_cov_43.546984	lanthipeptide	RiPPs		
Pf4_c01078_NODE_10...region001	c01078_NODE_10..	NODE_1078_length_34231_cov_11.826984	NRPS-like	NRPS		
Pf4_c01086_NODE_10...region001	c01086_NODE_10..	NODE_1086_length_34027_cov_12.700577	bacteriocin	RiPPs		
Pf4_c01141_NODE_11...region001	c01141_NODE_11..	NODE_1141_length_33270_cov_14.004847	terpene	Terpene		
Pf4_c01156_NODE_11...region001	c01156_NODE_11..	NODE_1156_length_33145_cov_14.528740	terpene	Terpene		
Pf4_c01165_NODE_11...region001	c01165_NODE_11..	NODE_1165_length_33009_cov_6.150877	bacteriocin	RiPPs		
Pf4_c01173_NODE_11...region001	c01173_NODE_11..	NODE_1173_length_32829_cov_12.927534	bacteriocin	RiPPs		
Pf4_c01281_NODE_12...region001	c01281_NODE_12..	NODE_1281_length_31068_cov_57.560249	NRPS-like	NRPS		
Pf4_c01294_NODE_12...region001	c01294_NODE_12..	NODE_1294_length_30834_cov_6.991423	NRPS-like	NRPS		
Pf4_c01301_NODE_13...region001	c01301_NODE_13..	NODE_1301_length_30704_cov_10.750693	terpene	Terpene		
Pf4_c01312_NODE_13...region001	c01312_NODE_13..	NODE_1312_length_30444_cov_7.804173	TfuA-related	RiPPs		
Pf4_c01439_NODE_14...region001	c01439_NODE_14..	NODE_1439_length_28547_cov_35.016601	T1PKS	PKSI		
Pf4_c01524_NODE_15...region001	c01524_NODE_15..	NODE_1524_length_27685_cov_19.677488	NRPS-like	NRPS		
Pf4_c01567_NODE_15...region001	c01567_NODE_15..	NODE_1567_length_27153_cov_6.833050	T1PKS	PKSI		
Pf4_c01634_NODE_16...region001	c01634_NODE_16..	NODE_1634_length_26538_cov_60.496696	bacteriocin	RiPPs		
Pf4_c01650_NODE_16...region001	c01650_NODE_16..	NODE_1650_length_26324_cov_6.538239	T1PKS	PKSI		
Pf4_c01659_NODE_16...region001	c01659_NODE_16..	NODE_1659_length_26247_cov_18.336820	terpene	Terpene		
Pf4_c01778_NODE_17...region001	c01778_NODE_17..	NODE_1778_length_25201_cov_11.905472	terpene	Terpene		
Pf4_c01821_NODE_18...region001	c01821_NODE_18..	NODE_1821_length_24860_cov_7.573030	terpene	Terpene		
Pf4_c01916_NODE_19...region001	c01916_NODE_19..	NODE_1916_length_24054_cov_13.542273	bacteriocin	RiPPs		
Pf4_c01988_NODE_19...region001	c01988_NODE_19..	NODE_1988_length_23575_cov_7.117942	terpene	Terpene		
Pf4_c02035_NODE_20...region001	c02035_NODE_20..	NODE_2035_length_23255_cov_36.644526	lassopeptide	RiPPs		
Pf4_c02055_NODE_20...region001	c02055_NODE_20..	NODE_2055_length_23155_cov_6.183247	bacteriocin	RiPPs		
Pf4_c02071_NODE_20...region001	c02071_NODE_20..	NODE_2071_length_23068_cov_8.029853	bacteriocin	RiPPs		
Pf4_c02100_NODE_21...region001	c02100_NODE_21..	NODE_2100_length_22835_cov_12.519710	terpene	Terpene		
Pf4_c02111_NODE_21...region001	c02111_NODE_21..	NODE_2111_length_22743_cov_12.820037	lassopeptide	RiPPs		
Pf4_c02123_NODE_21...region001	c02123_NODE_21..	NODE_2123_length_22700_cov_15.492515	terpene	Terpene		
Pf4_c02153_NODE_21...region001	c02153_NODE_21..	NODE_2153_length_22464_cov_6.808425	terpene	Terpene		
Pf4_c02155_NODE_21...region001	c02155_NODE_21..	NODE_2155_length_22428_cov_37.733697	terpene	Terpene		
Pf4_c02190_NODE_21...region001	c02190_NODE_21..	NODE_2190_length_22247_cov_19.939933	terpene	Terpene		
Pf4_c02197_NODE_21...region001	c02197_NODE_21..	NODE_2197_length_22209_cov_7.410851	terpene	Terpene		
Pf4_c02200_NODE_22...region001	c02200_NODE_22..	NODE_2200_length_22191_cov_15.673473	terpene	Terpene		
Pf4_c02240_NODE_22...region001	c02240_NODE_22..	NODE_2240_length_21987_cov_5.966123	terpene	Terpene		
Pf4_c02371_NODE_23...region001	c02371_NODE_23..	NODE_2371_length_21223_cov_69.903723	T1PKS	PKSI		
Pf4_c02379_NODE_23...region001	c02379_NODE_23..	NODE_2379_length_21185_cov_55.937340	terpene	Terpene		
Pf4_c02409_NODE_24...region001	c02409_NODE_24..	NODE_2409_length_21037_cov_27.201268	terpene	Terpene		
Pf4_c02424_NODE_24...region001	c02424_NODE_24..	NODE_2424_length_20942_cov_15.092354	T1PKS	PKSI		
Pf4_c02450_NODE_24...region001	c02450_NODE_24..	NODE_2450_length_20777_cov_14.237139	terpene	Terpene		
Pf4_c02490_NODE_24...region001	c02490_NODE_24..	NODE_2490_length_20539_cov_11.866530	T1PKS	PKSI		
Pf4_c02546_NODE_25...region001	c02546_NODE_25..	NODE_2546_length_20193_cov_14.150164	bacteriocin	RiPPs		
Pf4_c02578_NODE_25...region001	c02578_NODE_25..	NODE_2578_length_20028_cov_5.242728	NRPS-like	NRPS		
Pf4_c02606_NODE_26...region001	c02606_NODE_26..	NODE_2606_length_19913_cov_24.892990	T1PKS	PKSI		
Pf4_c02613_NODE_26...region001	c02613_NODE_26..	NODE_2613_length_19892_cov_23.825578	terpene	Terpene		
Pf4_c02635_NODE_26...region001	c02635_NODE_26..	NODE_2635_length_19775_cov_6.558570	terpene	Terpene		
Pf4_c02650_NODE_26...region001	c02650_NODE_26..	NODE_2650_length_19713_cov_17.740309	terpene	Terpene		
Pf4_c02664_NODE_26...region001	c02664_NODE_26..	NODE_2664_length_19682_cov_7.551434	terpene	Terpene		
Pf4_c02688_NODE_26...region001	c02688_NODE_26..	NODE_2688_length_19581_cov_7.381747	bacteriocin	RiPPs		
Pf4_c02713_NODE_27...region001	c02713_NODE_27..	NODE_2713_length_19494_cov_23.997428	bacteriocin	RiPPs		
Pf4_c02810_NODE_28...region001	c02810_NODE_28..	NODE_2810_length_19027_cov_10.036738	terpene	Terpene		
Pf4_c02831_NODE_28...region001	c02831_NODE_28..	NODE_2831_length_18949_cov_21.984440	terpene	Terpene		
Pf4_c02854_NODE_28...region001	c02854_NODE_28..	NODE_2854_length_18836_cov_9.931846	terpene	Terpene		
Pf4_c02949_NODE_29...region001	c02949_NODE_29..	NODE_2949_length_18316_cov_18.377854	T1PKS	PKSI		
Pf4_c03039_NODE_30...region001	c03039_NODE_30..	NODE_3039_length_17891_cov_53.718939	terpene	Terpene		
Pf4_c03078_NODE_30...region001	c03078_NODE_30..	NODE_3078_length_17706_cov_18.563028	NRPS-like	NRPS		
Pf4_c03099_NODE_30...region001	c03099_NODE_30..	NODE_3099_length_17646_cov_10.139844	bacteriocin	RiPPs		
Pf4_c03152_NODE_31...region001	c03152_NODE_31..	NODE_3152_length_17440_cov_7.545758	terpene	Terpene		
Pf4_c03337_NODE_33...region001	c03337_NODE_33..	NODE_3337_length_16744_cov_17.775601	terpene	Terpene		
Pf4_c03422_NODE_34...region001	c03422_NODE_34..	NODE_3422_length_16457_cov_6.624741	T1PKS	PKSI		
Pf4_c03487_NODE_34...region001	c03487_NODE_34..	NODE_3487_length_16262_cov_12.721602	terpene	Terpene		
Pf4_c03580_NODE_35...region001	c03580_NODE_35..	NODE_3580_length_15997_cov_7.035566	NRPS-like	NRPS		
Pf4_c03776_NODE_37...region001	c03776_NODE_37..	NODE_3776_length_15433_cov_35.159319	bacteriocin	RiPPs		
Pf4_c03809_NODE_38...region001	c03809_NODE_38..	NODE_3809_length_15346_cov_24.255771	bacteriocin	RiPPs		
Pf4_c03874_NODE_38...region001	c03874_NODE_38..	NODE_3874_length_15175_cov_61.774669	T1PKS	PKSI		
Pf4_c03981_NODE_39...region001	c03981_NODE_39..	NODE_3981_length_14948_cov_27.522796	T1PKS	PKSI		
Pf4_c04122_NODE_41...region001	c04122_NODE_41..	NODE_4122_length_14595_cov_15.385832	terpene	Terpene		
Pf4_c04131_NODE_41...region001	c04131_NODE_41..	NODE_4131_length_14564_cov_27.836998	terpene	Terpene		
Pf4_c04209_NODE_42...region001	c04209_NODE_42..	NODE_4209_length_14399_cov_4.473020	terpene	Terpene		
Pf4_c04256_NODE_42...region001	c04256_NODE_42..	NODE_4256_length_14291_cov_5.771916	NRPS-like	NRPS		
Pf4_c04325_NODE_43...region001	c04325_NODE_43..	NODE_4325_length_14105_cov_22.337794	bacteriocin	RiPPs		
Pf4_c04457_NODE_44...region001	c04457_NODE_44..	NODE_4457_length_13747_cov_6.169296	terpene	Terpene		
Pf4_c04494_NODE_44...region001	c04494_NODE_44..	NODE_4494_length_13673_cov_32.804744	terpene	Terpene		
Pf4_c04510_NODE_45...region001	c04510_NODE_45..	NODE_4510_length_13631_cov_5.057896	T1PKS	PKSI		
Pf4_c04857_NODE_48...region001	c04857_NODE_48..	NODE_4857_length_12872_cov_36.069127	nucleoside	Others		
Pf4_c04917_NODE_49...region001	c04917_NODE_49..	NODE_4917_length_12769_cov_7.524697	lassopeptide	RiPPs		
Pf4_c04953_NODE_49...region001	c04953_NODE_49..	NODE_4953_length_12689_cov_15.165902	LAP	RiPPs		
Pf4_c04972_NODE_49...region001	c04972_NODE_49..	NODE_4972_length_12647_cov_8.540105	NRPS-like	NRPS		
Pf4_c04974_NODE_49...region001	c04974_NODE_49..	NODE_4974_length_12646_cov_13.438567	bacteriocin	RiPPs		
Pf4_c05083_NODE_50...region001	c05083_NODE_50..	NODE_5083_length_12435_cov_5.242973	T1PKS	PKSI		
Pf4_c05138_NODE_51...region001	c05138_NODE_51..	NODE_5138_length_12334_cov_14.686864	T1PKS	PKSI		
Pf4_c05240_NODE_52...region001	c05240_NODE_52..	NODE_5240_length_12113_cov_7.453558	NRPS-like	NRPS		
Pf4_c05253_NODE_52...region001	c05253_NODE_52..	NODE_5253_length_12086_cov_35.205469	terpene	Terpene		
Pf4_c05346_NODE_53...region001	c05346_NODE_53..	NODE_5346_length_11939_cov_14.214995	terpene	Terpene		
Pf4_c05351_NODE_53...region001	c05351_NODE_53..	NODE_5351_length_11926_cov_14.300649	T1PKS	PKSI		
Pf4_c05358_NODE_53...region001	c05358_NODE_53..	NODE_5358_length_11913_cov_6.365745	ladderane	Others		
Pf4_c05440_NODE_54...region001	c05440_NODE_54..	NODE_5440_length_11769_cov_16.891583	bacteriocin	RiPPs		
Pf4_c05494_NODE_54...region001	c05494_NODE_54..	NODE_5494_length_11692_cov_5.582710	bacteriocin	RiPPs		
Pf4_c05502_NODE_55...region001	c05502_NODE_55..	NODE_5502_length_11680_cov_12.401548	NRPS-like	NRPS		
Pf4_c05565_NODE_55...region001	c05565_NODE_55..	NODE_5565_length_11589_cov_10.750737	T1PKS	PKSI		
Pf4_c05607_NODE_56...region001	c05607_NODE_56..	NODE_5607_length_11498_cov_6.124967	bacteriocin	RiPPs		
Pf4_c05963_NODE_59...region001	c05963_NODE_59..	NODE_5963_length_10952_cov_6.402221	T1PKS	PKSI		
Pf4_c05995_NODE_59...region001	c05995_NODE_59..	NODE_5995_length_10896_cov_69.354303	terpene	Terpene		
Pf4_c05996_NODE_59...region001	c05996_NODE_59..	NODE_5996_length_10896_cov_6.393967	betalactone	Others		
